-0.82,;0.33
3.30,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.67,;3.30
0.09,;-0.28,;0.96
3.17,;0.92,;3.30
0.09,;-0.28,;0.96
3.30,;0.92,;3.30
0.09,;-0.28,;0.96
3.36,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.92,;3.17
0.09,;-0.28,;0.96
3.23,;0.79,;3.11
0.09,;-0.28,;0.96
3.17,;0.85,;3.17
0.09,;-0.28,;0.96
3.36,;0.85,;3.17
0.09,;-0.27,;0.96
3.23,;0.85,;3.17
0.09,;-0.28,;0.96
3.23,;0.73,;3.30
0.09,;-0.28,;0.96
3.11,;0.92,;3.23
0.09,;-0.28,;0.96
3.30,;0.92,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.30,;0.92,;3.23
0.09,;-0.28,;0.96
3.17,;0.92,;3.17
0.09,;-0.28,;0.96
3.23,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.85,;3.11
0.09,;-0.28,;0.96
3.11,;0.92,;3.17
0.09,;-0.28,;0.96
3.11,;0.67,;3.23
0.09,;-0.28,;0.96
3.23,;0.67,;3.11
0.09,;-0.28,;0.96
3.23,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.79,;3.30
0.09,;-0.28,;0.96
3.17,;0.73,;3.17
0.09,;-0.28,;0.96
3.23,;0.92,;3.23
0.09,;-0.28,;0.96
3.05,;0.85,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.05
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
2.99,;0.73,;3.17
0.09,;-0.28,;0.96
3.23,;0.79,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.61,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
2.93,;0.85,;3.17
0.09,;-0.28,;0.96
3.11,;0.67,;3.17
0.09,;-0.28,;0.96
3.05,;0.73,;3.30
0.09,;-0.28,;0.96
3.23,;0.67,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.36
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
3.30,;0.67,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.30
0.09,;-0.28,;0.96
3.23,;0.79,;3.17
0.09,;-0.28,;0.96
3.23,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.23
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.11
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
2.93,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.05
0.09,;-0.28,;0.96
3.11,;0.67,;3.23
0.09,;-0.28,;0.96
2.99,;0.73,;3.11
0.09,;-0.28,;0.96
3.05,;0.61,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
3.23,;0.67,;3.17
0.09,;-0.28,;0.96
3.17,;0.67,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.67,;3.17
0.09,;-0.28,;0.96
3.11,;0.67,;3.30
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.30
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.27,;0.96
3.05,;0.85,;3.05
0.09,;-0.28,;0.96
3.30,;0.98,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.36
0.09,;-0.28,;0.96
2.93,;0.85,;3.05
0.09,;-0.28,;0.96
3.05,;0.85,;3.42
0.09,;-0.28,;0.96
2.99,;0.79,;3.36
0.09,;-0.28,;0.96
3.23,;0.73,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.23,;0.92,;3.36
0.09,;-0.27,;0.96
3.36,;0.79,;3.11
0.09,;-0.28,;0.96
3.23,;0.85,;3.17
0.09,;-0.28,;0.96
3.23,;0.92,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.23
0.09,;-0.28,;0.96
3.36,;0.73,;3.11
0.09,;-0.28,;0.96
3.11,;0.85,;3.05
0.09,;-0.27,;0.96
3.05,;0.67,;3.11
0.09,;-0.28,;0.96
3.23,;0.73,;3.36
0.09,;-0.27,;0.96
3.05,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.67,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.42
0.09,;-0.28,;0.96
3.05,;0.92,;3.17
0.09,;-0.28,;0.96
2.99,;0.67,;3.11
0.09,;-0.28,;0.96
3.11,;0.67,;3.11
0.09,;-0.27,;0.96
2.93,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.73,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.23
0.09,;-0.28,;0.96
2.93,;0.73,;3.23
0.09,;-0.28,;0.96
3.11,;0.92,;3.23
0.09,;-0.28,;0.96
3.23,;0.67,;3.23
0.09,;-0.28,;0.96
2.99,;0.73,;3.05
0.09,;-0.28,;0.96
3.23,;0.73,;3.36
0.09,;-0.28,;0.96
3.11,;0.85,;3.23
0.09,;-0.28,;0.96
3.23,;0.73,;3.11
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.23
0.09,;-0.27,;0.96
3.30,;0.85,;3.11
0.09,;-0.28,;0.96
3.17,;0.61,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.79,;3.30
0.09,;-0.28,;0.96
3.11,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.73,;3.11
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
2.99,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.17
0.09,;-0.28,;0.96
3.23,;0.92,;3.17
0.09,;-0.28,;0.96
2.93,;0.79,;3.11
0.09,;-0.28,;0.96
3.05,;0.92,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.85,;3.36
0.09,;-0.27,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.73,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;2.99
0.09,;-0.28,;0.96
2.99,;0.92,;3.23
0.09,;-0.28,;0.96
2.93,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.05,;0.85,;3.17
0.09,;-0.28,;0.96
2.93,;0.92,;3.23
0.09,;-0.28,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.92,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;2.93
0.09,;-0.28,;0.96
3.30,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.23
0.09,;-0.28,;0.96
3.17,;0.85,;3.30
0.09,;-0.28,;0.96
3.23,;0.73,;3.11
0.09,;-0.28,;0.96
3.36,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.05
0.09,;-0.28,;0.96
2.93,;0.79,;3.17
0.09,;-0.28,;0.96
2.93,;0.67,;3.23
0.09,;-0.28,;0.96
3.05,;0.79,;3.23
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.23,;0.73,;3.30
0.09,;-0.28,;0.96
2.99,;0.73,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.67,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.73,;3.23
0.09,;-0.28,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
3.36,;0.79,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.30
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
3.11,;0.79,;3.17
0.09,;-0.28,;0.96
3.30,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.30
0.09,;-0.28,;0.96
3.17,;0.73,;2.99
0.09,;-0.28,;0.96
3.05,;0.67,;3.42
0.09,;-0.28,;0.96
3.17,;0.73,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.11,;0.67,;3.11
0.09,;-0.28,;0.96
3.30,;0.85,;3.05
0.09,;-0.28,;0.96
3.11,;0.92,;3.17
0.09,;-0.28,;0.96
3.11,;0.61,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.05
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.42,;0.79,;3.11
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.92,;3.30
0.09,;-0.28,;0.96
3.17,;0.85,;3.11
0.09,;-0.28,;0.96
3.23,;0.85,;3.23
0.09,;-0.28,;0.96
3.30,;0.73,;3.11
0.09,;-0.28,;0.96
3.11,;0.85,;3.05
0.09,;-0.28,;0.96
3.30,;0.73,;3.05
0.09,;-0.28,;0.96
3.23,;0.67,;3.11
0.09,;-0.27,;0.96
3.17,;0.67,;3.30
0.09,;-0.28,;0.96
2.87,;0.73,;3.48
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.92,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.11
0.09,;-0.28,;0.96
3.11,;0.73,;3.23
0.09,;-0.28,;0.96
3.11,;0.67,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.11
0.09,;-0.28,;0.96
3.36,;0.85,;3.30
0.09,;-0.28,;0.96
3.17,;0.79,;3.05
0.09,;-0.28,;0.96
3.05,;0.85,;2.99
0.09,;-0.28,;0.96
3.11,;0.73,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.36
0.09,;-0.28,;0.96
3.11,;0.73,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.23
0.09,;-0.27,;0.96
3.17,;0.73,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
3.23,;0.67,;3.23
0.09,;-0.28,;0.96
3.17,;0.73,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.30
0.09,;-0.28,;0.96
3.11,;0.73,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
2.93,;0.61,;3.17
0.09,;-0.28,;0.96
3.23,;0.98,;3.11
0.09,;-0.28,;0.96
2.99,;0.73,;3.17
0.09,;-0.28,;0.96
2.93,;0.67,;3.30
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.30,;0.79,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.85,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.36
0.09,;-0.28,;0.96
3.23,;0.79,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.85,;3.42
0.09,;-0.28,;0.96
3.05,;0.79,;3.30
0.09,;-0.28,;0.96
3.11,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.98,;3.17
0.09,;-0.28,;0.96
3.23,;0.73,;3.36
0.09,;-0.28,;0.96
3.11,;0.85,;3.11
0.09,;-0.27,;0.96
2.99,;0.85,;3.11
0.09,;-0.28,;0.96
3.17,;0.67,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.11
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.30,;0.73,;3.17
0.09,;-0.28,;0.96
3.30,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.17
0.09,;-0.28,;0.96
3.05,;0.73,;3.23
0.09,;-0.28,;0.96
3.23,;0.73,;3.17
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.23,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.85,;3.11
0.09,;-0.28,;0.96
3.23,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.85,;2.99
0.09,;-0.27,;0.96
3.11,;0.85,;3.30
0.09,;-0.28,;0.96
3.17,;0.79,;3.30
0.09,;-0.28,;0.96
3.05,;0.98,;3.42
0.09,;-0.28,;0.96
3.05,;0.92,;3.05
0.09,;-0.28,;0.96
3.11,;0.85,;3.23
0.09,;-0.28,;0.96
3.30,;0.79,;3.30
0.09,;-0.28,;0.96
3.30,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.05
0.09,;-0.28,;0.96
3.05,;0.92,;3.17
0.09,;-0.27,;0.97
2.99,;0.67,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.36
0.09,;-0.28,;0.96
3.11,;0.79,;3.11
0.09,;-0.28,;0.96
3.11,;0.79,;3.11
0.09,;-0.28,;0.96
3.23,;0.67,;3.30
0.09,;-0.28,;0.96
3.11,;0.92,;3.05
0.09,;-0.28,;0.96
3.17,;0.79,;3.30
0.09,;-0.27,;0.96
3.17,;0.79,;3.36
0.09,;-0.28,;0.96
3.11,;0.67,;3.42
0.09,;-0.27,;0.96
3.30,;0.79,;3.05
0.09,;-0.28,;0.96
3.17,;0.79,;3.30
0.09,;-0.28,;0.96
2.93,;0.67,;3.11
0.09,;-0.28,;0.96
3.23,;0.92,;3.05
0.09,;-0.28,;0.96
3.30,;0.73,;3.30
0.09,;-0.28,;0.96
3.05,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.61,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.27,;0.96
2.99,;0.79,;2.99
0.09,;-0.28,;0.96
3.17,;0.85,;3.30
0.09,;-0.27,;0.96
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.30
0.09,;-0.28,;0.96
3.17,;0.61,;3.17
0.09,;-0.27,;0.96
3.17,;0.67,;3.23
0.09,;-0.28,;0.96
3.17,;0.73,;3.30
0.09,;-0.27,;0.96
2.99,;0.73,;3.36
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.23
0.09,;-0.28,;0.96
2.93,;0.73,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.30
0.09,;-0.28,;0.96
3.17,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.17
0.09,;-0.27,;0.96
2.99,;0.73,;3.23
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.79,;3.30
0.09,;-0.28,;0.96
3.17,;0.73,;3.36
0.09,;-0.28,;0.96
3.17,;0.73,;3.23
0.09,;-0.28,;0.96
3.23,;0.73,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.11
0.09,;-0.28,;0.96
3.11,;0.73,;3.11
0.09,;-0.28,;0.96
3.11,;0.73,;3.17
0.09,;-0.27,;0.96
3.30,;0.67,;3.17
0.09,;-0.28,;0.96
3.23,;0.79,;3.05
0.09,;-0.28,;0.96
3.23,;0.85,;3.11
0.09,;-0.28,;0.96
3.23,;0.85,;3.17
0.09,;-0.27,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.73,;3.23
0.09,;-0.28,;0.96
3.36,;0.73,;3.23
0.09,;-0.28,;0.96
3.11,;0.73,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.92,;3.30
0.09,;-0.28,;0.96
2.99,;0.85,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.30
0.09,;-0.28,;0.96
3.11,;0.98,;3.17
0.09,;-0.28,;0.96
3.05,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.67,;3.23
0.09,;-0.28,;0.96
3.23,;0.92,;3.05
0.09,;-0.28,;0.96
2.99,;0.85,;3.36
0.09,;-0.27,;0.96
3.05,;0.73,;3.17
0.09,;-0.28,;0.96
3.36,;0.73,;3.23
0.09,;-0.28,;0.96
3.23,;0.92,;3.23
0.09,;-0.28,;0.96
3.30,;0.85,;3.17
0.09,;-0.28,;0.96
3.30,;0.85,;3.11
0.09,;-0.28,;0.96
3.30,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.23,;0.98,;3.17
0.09,;-0.27,;0.96
3.23,;0.85,;3.23
0.09,;-0.28,;0.96
3.05,;0.85,;3.36
0.09,;-0.27,;0.96
3.30,;0.92,;3.11
0.09,;-0.28,;0.96
3.11,;0.98,;3.05
0.09,;-0.28,;0.96
3.23,;0.79,;3.11
0.09,;-0.27,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
2.99,;0.73,;3.23
0.09,;-0.28,;0.96
3.11,;0.92,;3.11
0.09,;-0.28,;0.96
3.11,;0.61,;3.17
0.09,;-0.28,;0.96
3.17,;0.67,;3.30
0.09,;-0.28,;0.96
3.23,;0.73,;3.17
0.09,;-0.28,;0.96
3.17,;1.04,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.17
0.09,;-0.28,;0.96
3.23,;0.67,;3.11
0.09,;-0.28,;0.96
3.36,;0.79,;3.30
0.09,;-0.28,;0.96
3.30,;0.73,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.30
0.09,;-0.28,;0.96
3.23,;0.85,;3.11
0.09,;-0.28,;0.96
3.11,;0.92,;3.17
0.09,;-0.28,;0.96
3.11,;0.67,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.23
0.09,;-0.28,;0.96
2.99,;0.73,;3.05
0.09,;-0.28,;0.96
3.23,;0.73,;3.30
0.09,;-0.28,;0.96
3.05,;0.92,;3.17
0.09,;-0.28,;0.96
3.23,;0.73,;3.30
0.09,;-0.28,;0.96
3.23,;0.92,;3.23
0.09,;-0.28,;0.96
3.30,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.92,;3.17
0.09,;-0.28,;0.96
3.36,;0.73,;3.30
0.09,;-0.28,;0.96
3.11,;0.85,;3.23
0.09,;-0.28,;0.96
3.23,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
3.11,;0.85,;3.11
0.09,;-0.28,;0.96
3.11,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.61,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.67,;3.11
0.09,;-0.27,;0.96
3.11,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.67,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.30
0.09,;-0.28,;0.96
2.99,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.67,;3.17
0.09,;-0.28,;0.96
2.99,;0.85,;3.11
0.09,;-0.28,;0.96
2.99,;0.67,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.79,;3.17
0.09,;-0.28,;0.96
2.93,;0.85,;3.17
0.09,;-0.28,;0.96
2.99,;0.67,;3.30
0.09,;-0.28,;0.96
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.11,;0.92,;3.30
0.09,;-0.28,;0.96
3.11,;0.79,;3.05
0.09,;-0.28,;0.96
3.17,;0.67,;3.17
0.09,;-0.28,;0.96
2.93,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.67,;3.17
0.09,;-0.28,;0.96
2.99,;0.73,;3.17
0.09,;-0.28,;0.96
2.99,;0.55,;3.36
0.09,;-0.28,;0.96
3.11,;0.92,;3.23
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.49,;3.17
0.09,;-0.28,;0.96
3.11,;0.79,;3.11
0.09,;-0.28,;0.96
3.05,;0.67,;3.11
0.09,;-0.28,;0.96
3.05,;0.79,;3.05
0.09,;-0.28,;0.96
3.05,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.79,;3.42
0.09,;-0.28,;0.96
3.05,;0.73,;3.17
0.09,;-0.28,;0.96
2.99,;0.79,;3.23
0.09,;-0.28,;0.96
3.23,;0.79,;3.23
0.09,;-0.28,;0.96
3.05,;0.73,;3.05
0.09,;-0.28,;0.96
3.05,;0.73,;3.23
0.09,;-0.28,;0.96
3.17,;0.67,;2.99
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.23,;0.92,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.28,;0.96
3.17,;0.67,;3.11
0.09,;-0.27,;0.96
3.30,;0.85,;3.36
0.09,;-0.28,;0.96
3.11,;0.79,;3.23
0.09,;-0.27,;0.96
2.93,;0.61,;3.17
0.09,;-0.28,;0.96
3.05,;0.85,;3.23
0.09,;-0.28,;0.96
2.99,;0.85,;3.17
0.09,;-0.28,;0.96
2.93,;0.92,;3.11
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.28,;0.96
3.17,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.28,;0.96
3.23,;0.79,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.05,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.73,;3.17
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.05,;0.67,;3.23
0.09,;-0.28,;0.96
3.05,;0.73,;3.11
0.09,;-0.28,;0.96
2.93,;0.73,;3.17
0.09,;-0.28,;0.96
2.99,;0.85,;3.30
0.09,;-0.28,;0.96
2.99,;0.79,;3.23
0.09,;-0.28,;0.96
3.23,;0.73,;3.36
0.09,;-0.28,;0.96
3.17,;0.79,;3.17
0.09,;-0.27,;0.96
3.17,;0.73,;3.30
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
2.99,;0.73,;3.17
0.09,;-0.28,;0.96
3.17,;0.79,;3.11
0.09,;-0.28,;0.96
2.93,;0.79,;3.11
0.09,;-0.27,;0.96
3.23,;0.73,;3.17
0.09,;-0.28,;0.96
3.30,;0.61,;3.23
0.09,;-0.27,;0.96
2.99,;0.67,;3.17
0.09,;-0.28,;0.96
3.11,;0.61,;3.17
0.09,;-0.28,;0.96
3.30,;0.79,;3.11
0.09,;-0.28,;0.96
3.11,;0.73,;3.23
0.09,;-0.28,;0.96
2.99,;0.79,;3.17
0.09,;-0.28,;0.96
3.11,;0.85,;3.05
0.09,;-0.28,;0.96
3.05,;0.73,;3.30
0.09,;-0.28,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
3.11,;0.67,;3.17
0.09,;-0.28,;0.96
2.87,;0.67,;3.23
0.09,;-0.28,;0.96
2.93,;0.67,;3.11
0.09,;-0.28,;0.96
2.93,;0.85,;3.17
0.09,;-0.28,;0.96
2.81,;0.85,;3.05
0.09,;-0.28,;0.96
2.81,;0.85,;3.17
0.09,;-0.28,;0.96
2.87,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.67,;3.23
0.09,;-0.27,;0.96
2.99,;0.73,;3.11
0.09,;-0.28,;0.96
3.05,;0.79,;3.23
0.09,;-0.28,;0.96
3.23,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.17
0.09,;-0.28,;0.96
3.17,;0.85,;3.05
0.09,;-0.28,;0.96
3.11,;0.85,;3.11
0.09,;-0.28,;0.96
2.99,;0.85,;3.23
0.09,;-0.28,;0.96
3.11,;0.79,;3.11
0.09,;-0.28,;0.96
3.17,;0.85,;3.17
0.09,;-0.27,;0.96
3.11,;0.73,;3.17
0.09,;-0.28,;0.96
2.93,;0.79,;3.30
0.09,;-0.27,;0.96
3.05,;0.79,;3.11
0.09,;-0.28,;0.96
2.87,;0.67,;3.11
0.09,;-0.28,;0.96
2.93,;0.85,;3.05
0.09,;-0.27,;0.96
2.99,;0.73,;3.17
0.09,;-0.28,;0.96
2.99,;0.73,;3.11
0.09,;-0.28,;0.96
2.81,;0.73,;3.11
0.09,;-0.28,;0.97
2.99,;0.67,;3.05
0.09,;-0.27,;0.96
3.05,;0.73,;3.30
0.09,;-0.28,;0.96
3.05,;0.67,;3.36
0.09,;-0.27,;0.96
3.05,;0.67,;3.23
0.09,;-0.28,;0.96
3.11,;0.85,;3.23
0.09,;-0.27,;0.96
3.11,;0.73,;3.23
0.09,;-0.28,;0.96
3.17,;0.85,;3.23
0.09,;-0.27,;0.96
3.05,;0.67,;3.23
0.09,;-0.28,;0.96
3.17,;0.85,;3.36
0.09,;-0.28,;0.96
3.23,;0.79,;3.48
0.09,;-0.28,;0.96
3.17,;0.85,;3.36
0.09,;-0.28,;0.96
2.99,;0.85,;3.17
0.09,;-0.27,;0.95
2.93,;0.79,;3.30
0.09,;-0.28,;0.96
2.93,;0.67,;3.17
0.09,;-0.28,;0.96
3.17,;0.73,;3.05
0.09,;-0.28,;0.96
3.05,;0.73,;3.36
0.09,;-0.28,;0.96
2.93,;0.73,;3.17
0.09,;-0.28,;0.96
3.05,;0.73,;3.30
0.09,;-0.28,;0.96
3.17,;0.98,;3.30
0.09,;-0.28,;0.96
3.11,;0.79,;3.17
0.09,;-0.28,;0.97
3.11,;0.79,;3.30
0.09,;-0.28,;0.96
3.05,;0.67,;3.30
0.09,;-0.28,;0.96
3.05,;0.85,;3.17
0.09,;-0.28,;0.96
3.11,;0.73,;3.11
0.09,;-0.28,;0.96
3.11,;0.79,;3.36
0.09,;-0.28,;0.96
3.05,;0.79,;3.23
0.09,;-0.28,;0.96
2.99,;0.92,;3.36
0.09,;-0.28,;0.96
3.11,;0.73,;3.42
0.09,;-0.28,;0.96
3.23,;0.79,;3.17
0.09,;-0.28,;0.95
3.05,;0.79,;3.30
0.09,;-0.27,;0.96
3.23,;0.92,;3.11
0.09,;-0.28,;0.96
3.23,;0.92,;3.17
0.09,;-0.27,;0.96
3.23,;0.85,;3.11
0.09,;-0.27,;0.96
3.23,;0.79,;3.36
0.09,;-0.28,;0.96
2.93,;0.73,;3.17
0.09,;-0.28,;0.96
